water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Chain Ponds,-117.92379,58.01206,CAN,AB,Keg River,25.2
Chain Ponds,-117.98735,58.09967,CAN,AB,Paddle Prairie,34.5
Chalk Lake,-118.24855,52.52479,CAN,AB,Geikie,38
Chalmers Lake,-118.19852,56.27353,CAN,AB,Deer Hill,9.2
Chandler Lake,-110.15006,54.11333,CAN,AB,Beaverdam,14.2
Chappell Lake,-111.57104,54.18144,CAN,AB,Ashmont,5.8
Chappice Lake,-110.36578,50.16539,CAN,AB,Bowmanton,10.7
Charles Lake,-110.56267,59.83386,CAN,AB,Fitzgerald,58.3
Charlotte Lake,-110.64333,54.25809,CAN,AB,Durlingville,2.6
Charron Lake,-112.50446,54.84914,CAN,AB,Atmore,4.4
Chatwin Lake,-110.84193,54.24819,CAN,AB,Fresnoy,2.7
Cheecham Lake,-110.78646,56.28006,CAN,AB,Cheecham,5.4
Chephren Lake,-116.65619,51.83247,CAN,AB,Saskatchewan River Crossing,16.9
Cherry Lake,-110.03945,54.35204,CAN,AB,Cherry Grove,2.4
Cherry Lake,-110.09722,59.74216,CAN,AB,Hay Camp,80.6
Chester Lake,-110.1714,53.7507,CAN,AB,Tulliby Lake,3.9
Chestermere Lake,-113.81789,51.03349,CAN,AB,Chestermere,0.1
Chickakoo Lake,-114.07357,53.61889,CAN,AB,Beach Corner,9.2
Chickenhill Lake,-111.0941,54.09789,CAN,AB,Flat Lake,4.8
Child Lake,-116.58995,58.49486,CAN,AB,Rocky Lane,18.8
Chin Lakes,-112.21819,49.62775,CAN,AB,Wrentham,13
Chiniki Lake,-114.92446,51.09974,CAN,AB,Ozada,5.4
Chinook Lake,-119.93191,54.62887,CAN,AB,Sylvester,43.8
Chip Lake,-115.38514,53.65512,CAN,AB,Granada,5
Chipewyan Lake,-113.45697,56.95599,CAN,AB,Chipewyan Lake,2
Chota Lake,-111.70199,54.31199,CAN,AB,McRae,4.9
Christina Lake,-110.68133,56.38288,CAN,AB,Cheecham,16.2
Christina Lake,-110.90461,55.62234,CAN,AB,Conklin,11
Christopher Lake,-110.25002,53.76708,CAN,AB,Tulliby Lake,7.1
Chrome Lake,-118.23746,52.66434,CAN,AB,Geikie,22.6
Chrystina Lake,-115.19208,54.78747,CAN,AB,Swan Hills,15.6
Cinderella Lake,-110.1689,59.87203,CAN,AB,Fitzgerald,80.2
Cirque Lake,-116.63267,51.80754,CAN,AB,Saskatchewan River Crossing,20.1
Cladonia Lake,-115.03686,59.32521,CAN,AB,John DOr Prairie,92.4
Clairmont Lake,-118.76131,55.25669,CAN,AB,Grande Prairie,9.8
Clark Lake,-110.75107,52.27853,CAN,AB,Cousins,9.9
Clark Lake,-116.68135,54.25057,CAN,AB,Fox Creek,17.9
Clarke Lake,-110.33235,53.14204,CAN,AB,Paradise Valley,12.4
Claude Lake,-111.90815,54.793,CAN,AB,Beaver Lake,3.6
Clayton Lake,-112.27263,58.05933,CAN,AB,Kenny Woods,53.1
Clear Lake,-112.11916,57.73267,CAN,AB,Bitumount,47.7
Clear Lake,-112.13345,51.78363,CAN,AB,Dowling Lake,3.4
Clear Lake,-110.60285,52.76613,CAN,AB,Heath,3.8
Clear Lake,-113.41386,50.14495,CAN,AB,Pulteney,15.5
Clear Lake,-114.32102,53.56033,CAN,AB,Smithfield,1.9
Clear Lake,-114.78643,54.22663,CAN,AB,Tiger Lily,5.1
Clearwater Lake,-113.65602,56.86441,CAN,AB,Chipewyan Lake,13.9
Clearwater Lake,-116.14899,51.77409,CAN,AB,Lake Louise,38.8
Clement Lake,-111.76741,51.96746,CAN,AB,Sullivan Lake,7.5
Clyde Lake,-111.47143,55.31131,CAN,AB,Margie,16.2
Coal Lake,-113.28094,53.06824,CAN,AB,Gwynne,10.6
Coal Lake,-113.35041,53.14452,CAN,AB,Millet,9.8
Coates Lake,-110.05163,51.76858,CAN,AB,Compeer,10.4
Cochrane Lake,-114.48962,51.2497,CAN,AB,Cochrane,5
Cochrane Lake,-113.61667,49.32823,CAN,AB,Hill Spring,3.9
Cockscomb Lake,-111.11977,59.54209,CAN,AB,Hay Camp,19.6
Coffey Lake,-111.40659,57.6531,CAN,AB,Bitumount,32.9
Cold Lake,-110.10458,54.54186,CAN,AB,Bank Bay,9
Cold Lake,-112.69662,52.31649,CAN,AB,Stettler,1
Cole Lake,-111.78881,54.39433,CAN,AB,McRae,6.5
Coleman Lake,-111.87159,51.44492,CAN,AB,Rose Lynn,13.8
Coleman Lake,-116.94898,52.13122,CAN,AB,Saskatchewan River Crossing,22.3
Colette Lake,-110.09261,52.69203,CAN,AB,Chauvin,3.3
Colin Lake,-110.13994,59.56897,CAN,AB,Hay Camp,74.9
Collins Lake,-110.33412,59.97162,CAN,AB,Fitzgerald,71.9
Comoy Lake,-118.66629,53.17443,CAN,AB,Shale Banks,31.4
Conibear Lake,-113.28045,59.59281,CAN,AB,Peace Point,70
Conn Lake,-111.11231,54.52342,CAN,AB,Truman,9.3
Consolation Lakes,-116.15201,51.31548,CAN,AB,Eldon,8.7
Contracosta Lake,-111.57435,51.68975,CAN,AB,Richdale,9.1
Cooking Lake,-113.03363,53.42935,CAN,AB,Cooking Lake,6.2
Corn Lake,-113.97046,56.64401,CAN,AB,Peerless Lake,37.1
Corner Lake,-112.56462,54.58575,CAN,AB,Caslan,6.1
Corner Lake,-114.58228,53.77935,CAN,AB,Glenevis,4.4
Corner Lake,-110.90459,54.67429,CAN,AB,Iron River,25.9
Cornwall Lake,-110.59214,59.59737,CAN,AB,Hay Camp,49.9
Corrigall Lake,-112.6561,55.22881,CAN,AB,Wandering River,12.1
Cottage Lake,-114.17702,53.51096,CAN,AB,Spring Lake,3
Cotton Lake,-110.70967,52.63614,CAN,AB,Buffalo View,6.3
Cow Lake,-114.96493,51.37401,CAN,AB,Benchlands,15
Cow Lake,-115.01434,52.27232,CAN,AB,Congresbury,5.4
Cow Lake,-111.65461,55.22143,CAN,AB,Philomena,5.7
Cowoki Lake,-111.69946,50.58259,CAN,AB,Bantry,10.1
Cowper Lake,-110.44525,55.90087,CAN,AB,Pingle,29.4
Cox Pond,-111.62523,53.11094,CAN,AB,Philips,8.1
Coyote Lake,-114.54102,53.2639,CAN,AB,Lindale,8
Cpr Reservoir,-112.60237,49.83089,CAN,AB,Tempest,10.9
Cranberry Lake,-111.58702,57.58635,CAN,AB,Bitumount,22.5
Cranberry Lake,-114.80478,52.8009,CAN,AB,Buck Lake,16.9
Cranberry Lake,-115.07374,56.2347,CAN,AB,Red Earth Creek,36.4
Crane Lake,-110.52319,54.51726,CAN,AB,Happy Hollow,2.4
Crane Lake,-112.00389,59.22053,CAN,AB,Peace Point,27.4
Cranes Lake,-114.27247,53.98766,CAN,AB,Belvedere,5
Craven Lake,-117.61055,56.42073,CAN,AB,Chinook Valley,7.3
Cravets Lake,-111.58156,53.35962,CAN,AB,Innisfree,4.2
Crawford Lake,-110.17772,54.38687,CAN,AB,Beaver Crossing,3.5
Crawling Valley Reservoir,-112.35634,50.90031,CAN,AB,Gem,13
Creighton Lake,-119.42104,59.94846,CAN,AB,Steen River,131.1
Cressday Reservoir,-110.26819,49.24098,CAN,AB,Cressday,1
Crestomere Lake,-113.92065,52.67389,CAN,AB,Crestomere,0.7
Cricket Lake,-112.69948,54.55408,CAN,AB,Boyle,8
Crimson Lake,-115.0379,52.45941,CAN,AB,Crimson Lake,1.4
Crooked Lake,-110.23744,57.49781,CAN,AB,Bitumount,85.2
Crooked Lake,-117.24896,54.44301,CAN,AB,Fox Creek,29.1
Crooked Lake,-113.54458,54.9146,CAN,AB,Grosmont,5.7
Cross Coulee Reservoir,-112.5895,49.39182,CAN,AB,Raymond,9.6
Cross Lake,-111.71841,54.52009,CAN,AB,Briareville,6.3
Crosscut Lake,-112.25591,54.68053,CAN,AB,Hylo,2.9
Crossing Lake,-110.97983,52.80741,CAN,AB,Fabyan,8.3
Crow Indian Lake,-111.72026,49.37193,CAN,AB,Legend,14.8
Crow Lake,-112.15628,55.8,CAN,AB,Mariana Lake,19.2
Crowsnest Lake,-114.63748,49.63227,CAN,AB,Hazell,2
Crummy Lake,-117.2067,57.17244,CAN,AB,Hawk Hills,15.5
Crypt Lake,-113.84067,49.00138,CAN,AB,Waterton Park,7.7
Crystal Lake,-118.76792,55.19181,CAN,AB,Grande Prairie,2.9
Crystal Lake,-111.4341,53.3497,CAN,AB,Minburn,6
Cub Lakes,-118.06938,56.85161,CAN,AB,North Star,27.6
Cucumber Lake,-112.10105,53.89274,CAN,AB,Desjarlais,5
Currant Lake,-110.39556,51.84261,CAN,AB,Kirriemuir,10.6
Currie Lake,-110.74147,58.05314,CAN,AB,Point Brule,35.3
Cushing Lake,-110.43712,54.05944,CAN,AB,Holyoke,11.8
Cut Bank Lake,-113.51518,53.67939,CAN,AB,Lancaster Park,1.8
Cutbank Lake,-119.7608,55.71699,CAN,AB,Bay Tree,15.1
Cutbank Lake,-119.12258,55.25971,CAN,AB,Lake Saskatoon,3.5
Cutting Lake,-111.95766,50.61829,CAN,AB,Brooks,7.2
Cygnet Lake,-114.01839,52.29293,CAN,AB,Prevo,4.7
Dabbs Lake,-111.47592,54.76562,CAN,AB,Snug Cove,16.2
Dagmar Lake,-111.44326,58.42138,CAN,AB,Embarras Portage,3.6
Dakin Lake,-112.57352,54.77617,CAN,AB,Frains,4.3
Dalemead Lake,-113.62832,50.91801,CAN,AB,Dalemead,4.9
Daly Lake,-110.8391,59.62228,CAN,AB,Hay Camp,36.9
Dancing Lake,-113.91977,54.99736,CAN,AB,Ranch,10.3
Dapp Lake,-113.60796,54.34239,CAN,AB,Analta,2
Darwin Lake,-111.01615,59.30829,CAN,AB,Hay Camp,35
Davey Lake,-113.76299,51.93736,CAN,AB,Horseshoe Lake,2
David Lake,-110.61069,52.58129,CAN,AB,Buffalo View,11.1
David Thompson Lake,-116.83019,51.8484,CAN,AB,Saskatchewan River Crossing,15.2
Davidson Lake,-113.24017,58.95061,CAN,AB,Big Slough,14.7
Dawes Lake,-111.90657,56.33058,CAN,AB,Mariana Lake,42.5
Dawson Lake,-113.39591,51.13506,CAN,AB,Ardenode,2.2
Dawson Lake,-110.45742,59.88176,CAN,AB,Fitzgerald,64.1
Day Lake,-110.08431,54.15533,CAN,AB,Beaverdam,15.4
De Manville Lake,-110.192,59.38847,CAN,AB,Hay Camp,73.6
Dead Calf Lake,-113.21546,56.78673,CAN,AB,Chipewyan Lake,23.2
Deadhorse Lake,-112.66946,51.06371,CAN,AB,Hussar,2.6
Deadman Lake,-114.01394,53.86611,CAN,AB,Stettin,5.6
Deadmans Lake,-110.5567,52.23061,CAN,AB,Cousins,4.8
Dechaine Lake,-114.10098,53.84318,CAN,AB,Stettin,2.1
Deep Lake,-114.28154,54.6783,CAN,AB,Flatbush,8.1
Deep Lake,-119.07802,55.2485,CAN,AB,Lake Saskatoon,3.8
Deep Lake,-113.70621,55.41839,CAN,AB,Moose Portage,23.8
Deep Lake,-119.02217,56.70311,CAN,AB,Worsley,22.9
Deer Lake,-110.61182,53.54587,CAN,AB,Clandonald,7.3
Delburne Lakes,-113.22284,52.21097,CAN,AB,Delburne,1.6
Delorme Lake,-114.34907,55.08788,CAN,AB,Spurfield,16.4
Delusion Lakes,-111.22665,52.7898,CAN,AB,Saville Farm,5.3
Demay Lake,-112.70074,53.12301,CAN,AB,Demay,3.9
Denning Lake,-111.44507,54.21396,CAN,AB,Mallaig,5.5
Desert Lake Reservoir,-112.4542,49.22546,CAN,AB,McNab,18.2
Desmaw Lake,-111.98058,54.50556,CAN,AB,Kikino,10
Deveber Lake,-119.68351,53.7161,CAN,AB,Grande Cache,41.7
Devil Lake,-116.78428,58.37394,CAN,AB,High Level,25.7
Devils Lake,-111.05562,54.2144,CAN,AB,Rife,4.9
Devon Lakes,-116.25448,51.72909,CAN,AB,Lake Louise,34.2
Devonia Lake,-110.13453,53.23646,CAN,AB,Blackfoot,6.4
Dianne Lakes,-111.60873,57.9083,CAN,AB,Point Brule,20.3
Diaper Lake,-113.34984,56.43876,CAN,AB,Chipewyan Lake,56.3
Diaper Lakes,-113.58194,57.51464,CAN,AB,Chipewyan Lake,64.2
Dick Lake,-114.07821,52.77094,CAN,AB,Homeglen,3.3
Dickins Lake,-119.93844,59.6968,CAN,AB,Habay,120.8
Dickson Lake,-119.86774,55.51546,CAN,AB,Demmitt,6.9
Dickson Trout Pond,-114.31013,52.01101,CAN,AB,Dickson,5.1
Dillberry Lake,-110.00585,52.57676,CAN,AB,Killarney Lake,4.6
Dimsdale Lake,-119.00435,55.15281,CAN,AB,Dimsdale,1.3
Dinner Lake,-110.70429,56.28516,CAN,AB,Cheecham,10.5
Dipping Vat Lake,-113.61469,49.28415,CAN,AB,Hill Spring,1.1
Disappointment Lake,-110.78099,59.41917,CAN,AB,Hay Camp,40.4
Dishpan Lake,-110.55302,50.59469,CAN,AB,Cavendish,25.5
Dixon Lake,-110.74886,52.59185,CAN,AB,Buffalo View,1.7
Dodds Lake,-113.95549,52.03431,CAN,AB,Innisfail,0.8
Dodgson Lake,-114.73899,54.08879,CAN,AB,Roselea,2.1
Dog Lake,-113.52974,57.5037,CAN,AB,Chipewyan Lake,62.7
Dolberg Lake,-115.05354,54.15759,CAN,AB,Moose Wallow,8.1
Dolcy Lake,-110.46907,52.64895,CAN,AB,Dunn,10.7
Dolly Lakes,-118.63489,53.29418,CAN,AB,Shale Banks,29.2
Dolo Lake,-111.14044,53.94759,CAN,AB,St Edouard,5
Donald Lake,-118.08775,53.98673,CAN,AB,Muskeg River,37.2
Donaldson Lake,-116.23511,57.68461,CAN,AB,Buffalo Head Prairie,41.3
Donovan Lake,-111.23671,59.99621,CAN,AB,Fitzgerald,25.4
Dore Lake,-111.93879,54.74072,CAN,AB,Beaver Lake,2.9
Dore Lake,-111.08356,58.77588,CAN,AB,Fort Chipewyan,8.1
Dorothy Lake,-118.23095,52.88319,CAN,AB,Geikie,3
Doskoch Lake,-111.56245,53.32974,CAN,AB,Innisfree,6.2
Douglas Lake,-110.19254,51.71395,CAN,AB,Esther,5.8
Douglas Lake,-115.94171,51.54189,CAN,AB,Lake Louise,21
Dowling Lake,-112.0159,51.72867,CAN,AB,Watts,9
Doze Lake,-110.01078,59.86205,CAN,AB,Fitzgerald,89
Dragon Lake,-110.09901,51.69025,CAN,AB,Calthorpe,4.9
Dreamers Lake,-118.44612,55.69466,CAN,AB,Wanham,5.2
Driedmeat Lake,-112.77246,52.86898,CAN,AB,Viewpoint,3.5
Driftwood Lake,-117.46279,56.61874,CAN,AB,Deadwood,13.6
Driftwood Lake,-114.21458,56.41719,CAN,AB,Trout Lake,21.6
Driftwood Ranch Lake,-119.77481,55.24121,CAN,AB,Goodfare,4.1
Drink Lake,-111.80295,54.42655,CAN,AB,Briareville,5.5
Drummond Lake,-115.98713,51.58795,CAN,AB,Lake Louise,22.5
Drygrass Lake,-112.75747,53.58797,CAN,AB,Sandy Beach,11
Drysdale Lake,-111.25474,54.0436,CAN,AB,St Paul,6.3
Duchesneau Lake,-111.25569,53.97003,CAN,AB,St Paul,3.7
Duck Lake,-113.06288,57.19393,CAN,AB,Chipewyan Lake,37.6
Duck Lake,-118.95591,58.75242,CAN,AB,Habay,15.1
Duck Lake,-113.94651,54.64602,CAN,AB,Sylvan Glen,10.2
Duckpond Lake,-110.58018,52.64574,CAN,AB,Buffalo View,14.2
Duggans Lake,-113.44767,54.21711,CAN,AB,Anton Lake,8.1
Dumbell Lake,-110.22778,59.97332,CAN,AB,Fitzgerald,77.8
Dunn Lake,-117.68563,53.65478,CAN,AB,Pedley,26.4
Dussault Lake,-114.82254,53.63136,CAN,AB,Magnolia,3.4
Dusty Lake,-112.49,53.13122,CAN,AB,Round Hill,10.1
Dyke Lake,-110.28369,53.77168,CAN,AB,Tulliby Lake,8.9
Dymott Lake,-110.51135,52.81122,CAN,AB,Heath,6.1
Eagle Lake,-115.46212,51.72662,CAN,AB,Bearberry,39.7
Eagle Lake,-110.36187,59.83251,CAN,AB,Fitzgerald,69.5
Eagle Lake,-113.32007,50.99502,CAN,AB,Namaka,4.5
Eaglenest Lake,-112.15119,57.77265,CAN,AB,Bitumount,52.4
Earlie Lake,-110.42467,53.18248,CAN,AB,Paradise Valley,18.7
East Berry Reservoir,-111.40922,51.27037,CAN,AB,Carolside,16.3
East Croker Lake,-116.5953,55.30542,CAN,AB,High Prairie,15.5
East Jackson Lake,-110.89932,57.95804,CAN,AB,Point Brule,26.8
East Lake,-110.99432,53.27147,CAN,AB,Claysmore,8.4
East Pit Lake,-114.47383,53.58496,CAN,AB,Langford Park,2.8
East Sawmill Lake,-112.75261,53.48386,CAN,AB,Lindbrook,10.4
East Twin Lake,-114.34377,52.9471,CAN,AB,Knob Hill,4.7
East Twin Lake,-114.51385,56.85649,CAN,AB,Peerless Lake,21
Easy Lake,-110.7936,50.51644,CAN,AB,Buffalo,33.6
Economy Lake,-118.25934,54.91242,CAN,AB,Goodwin,34
Eddy Lake,-112.893,53.62538,CAN,AB,Sandy Beach,7.2
Eden Lake,-114.15447,53.58061,CAN,AB,Manly Corner,4.6
Edith Lake,-118.03944,52.91212,CAN,AB,Jasper Park Lodge,3.1
Edith Lake,-115.38258,54.80173,CAN,AB,Swan Hills,9.5
Edna Lake,-110.32731,56.43142,CAN,AB,Christina Crossing,20.8
Edna Lake,-118.03619,53.07543,CAN,AB,Snaring,2.8
Edward Lake,-110.56886,54.4463,CAN,AB,Happy Hollow,6.3
Edwards Lake,-111.2549,55.50035,CAN,AB,Devenish,5.4
Edwards Lake,-110.60476,58.25373,CAN,AB,Jackfish,25.9
Edwards Lake,-111.24017,57.99094,CAN,AB,Point Brule,6.7
Egg Lake,-111.40843,56.0665,CAN,AB,Pingle,34.8
Egypt Lake,-115.9033,51.1001,CAN,AB,Sawback,15.6
Election Lake,-111.86605,54.57385,CAN,AB,Normandeau,8.7
Elinor Lake,-111.6564,54.66396,CAN,AB,Normandeau,10.6
Elizabeth Lake,-113.52494,57.19873,CAN,AB,Chipewyan Lake,28.9
Elk Lake,-112.57028,58.07455,CAN,AB,Kenny Woods,70.4
Elkwater Lake,-110.29601,49.66749,CAN,AB,Elkwater,1.3
Ellenwood Lake,-118.29676,55.00774,CAN,AB,Goodwin,24.2
Ells Lake,-110.53865,59.67172,CAN,AB,Hay Camp,54.7
Elsa Lake,-118.61512,59.46168,CAN,AB,Slavey Creek,70.2
Emerald Lake,-112.75651,53.63566,CAN,AB,Sandy Beach,6.7
Emerald Lake,-115.61895,54.3322,CAN,AB,Whitecourt,21.7
Emerson Lakes,-117.11796,53.72603,CAN,AB,Obed,20.8
Emslie Lake,-114.1968,54.55446,CAN,AB,Kilsyth,5
End Lake,-110.24665,53.71121,CAN,AB,Tulliby Lake,4.1
Engstrom Lake,-110.90725,56.19537,CAN,AB,Quigley,7
Epaulette Lake,-116.71112,51.87719,CAN,AB,Saskatchewan River Crossing,11.1
Epler Lake,-110.12597,58.42757,CAN,AB,Jackfish,46.1
Equisetum Lake,-114.69853,56.71732,CAN,AB,Peerless Lake,9.1
Erickson Lake,-114.7744,54.50053,CAN,AB,Doris,10
Ericksons Lake,-112.64287,52.70454,CAN,AB,Meeting Creek,6.5
Ernest Lake,-110.79872,53.08064,CAN,AB,Auburndale,4.7
Ernestina Lake,-110.44785,54.24399,CAN,AB,Ardmore,10
Erskine Lake,-112.89093,52.30539,CAN,AB,Erskine,1.9
Esk Lake,-117.94877,59.96648,CAN,AB,Indian Cabins,52.1
Estridge Lake,-110.41837,52.84621,CAN,AB,Prospect Valley,8.7
Eta Lake,-115.64235,53.3893,CAN,AB,Cynthia,18.8
Ethel Lake,-110.34979,54.53164,CAN,AB,Ethel Lake,4.1
Ethel Lake,-114.87154,53.78141,CAN,AB,Stanger,3.5
Ethel Lake,-115.05802,54.77965,CAN,AB,Swan Hills,23.1
Eva Lake,-115.18428,58.91534,CAN,AB,John DOr Prairie,46.7
Evelyn Lakes,-117.72981,52.66454,CAN,AB,Jasper Park Lodge,33.1
Ewing Lake,-112.86503,52.16498,CAN,AB,Fenn,8.4
Exxon Lease,-118.91004,58.53046,CAN,AB,Assumption,22.8
Fairfax Lake,-116.57731,52.97135,CAN,AB,Pembina Forks,5
Farrell Lake,-114.77157,55.97062,CAN,AB,Atikameg,55.1
Farrell Lake,-112.2644,51.8616,CAN,AB,Heart Lake,5.5
Fawcett Lake,-113.95001,55.29999,CAN,AB,Moose Portage,8.9
Felix Lake,-111.23513,54.00238,CAN,AB,St Paul,4.1
Ferguson Lake,-118.81921,55.26541,CAN,AB,Bredin,7.2
Fickle Lake,-116.78001,53.44941,CAN,AB,Weald,7.8
Field Lake,-111.9921,54.72765,CAN,AB,Lac La Biche,4.8
Fifteen Lake,-114.49855,53.14287,CAN,AB,Breton,4.2
Fighting Lake,-113.55427,56.5961,CAN,AB,Chipewyan Lake,38.6
Figure Eight Lake,-117.90569,56.30221,CAN,AB,Last Lake,10.4
Figure Lake,-112.60615,54.43123,CAN,AB,Ellscott,20.7
Fincastle Lake,-111.98108,49.82883,CAN,AB,Fincastle,2.7
First Lake,-111.27046,58.00825,CAN,AB,Point Brule,4.3
Fish Lake,-119.46296,56.72078,CAN,AB,Clear Prairie,17.5
Fish Lake,-115.24471,54.20537,CAN,AB,Corbett Creek,6.2
Fish Lake,-111.35492,52.67921,CAN,AB,Hardisty,3.4
Fish Lake,-114.00686,49.33925,CAN,AB,Pecten,3.9
Fish Lakes,-116.19854,51.64225,CAN,AB,Lake Louise,24.2
Fishing Lake,-110.22118,53.90088,CAN,AB,Sputinow,2.6
Flag Lake,-111.49197,52.55991,CAN,AB,Bellshill,3.2
Flagon Lake,-110.0066,59.87557,CAN,AB,Fitzgerald,89.3
Flat Cabin Lake,-110.97962,57.91002,CAN,AB,Point Brule,24.5
Flat Lake,-111.18477,54.08907,CAN,AB,Flat Lake,4.4
Flatgrass Lake,-112.62486,59.78765,CAN,AB,Fitzgerald,57.6
Fleeinghorse Lake,-110.19816,52.33781,CAN,AB,Provost,4.8
Fleming Lake,-115.43615,58.77049,CAN,AB,John DOr Prairie,34.8
Fletcher Lake,-110.83001,59.11917,CAN,AB,Fort Chipewyan,48.8
Floatingstone Lake,-111.63178,54.22745,CAN,AB,Boyne Lake,3.2
Flood Lake,-117.81318,56.49925,CAN,AB,Smithmill,3.3
Florence Lake,-110.36504,59.27375,CAN,AB,Hay Camp,68.3
Florida Lake,-114.7863,55.16398,CAN,AB,Slave Lake,13.2
Flyingcamp Lake,-112.25298,54.78813,CAN,AB,Plamondon,8.9
Flyingshot Lake,-118.86317,55.14016,CAN,AB,Grande Prairie,5.5
Flyingshot Lake,-112.84223,53.5491,CAN,AB,North Cooking Lake,11.7
Foley Lake,-114.79479,54.62531,CAN,AB,Timeu,18.9
Footner Lake,-117.18131,58.61511,CAN,AB,Footner Lake,1.1
Forestburg Reservoir,-112.14489,52.4753,CAN,AB,Cordel,2.5
Fork Lake,-111.58498,54.47221,CAN,AB,Fork Lake,2.4
Formby Lake,-110.02713,56.25103,CAN,AB,Christina Crossing,26.6
Forster Reservoir,-111.77051,50.98579,CAN,AB,Gold Spur,7
Forsyth Lake,-110.89775,54.33394,CAN,AB,Franchere,11.4
Forty Mile Coulee Reservoir,-111.39238,49.64393,CAN,AB,Maleb,12.3
Foster Lake,-115.9832,55.78528,CAN,AB,Gift Lake,15.2
Foster Pond,-114.43885,52.65439,CAN,AB,Lavesta,7.9
Fowel Lake,-119.65419,55.19484,CAN,AB,Hayfield,3.7
Fox Lake,-114.40517,58.43343,CAN,AB,Fox Lake,8.6
Fox Lake,-111.99676,51.65965,CAN,AB,Hanna,5.2
Foxall Lakes,-112.94139,52.19653,CAN,AB,Oberlin,10
Francis Lake,-113.78582,54.70587,CAN,AB,Baptiste Lake,16.4
Francis Lake,-111.56773,54.96112,CAN,AB,Imperial Mills,11.4
Frank Lake,-113.71218,50.55779,CAN,AB,Blackie,8.2
Frank Lake,-113.14833,54.55237,CAN,AB,Kinikinik,9.7
Frank Lake,-116.90115,55.8997,CAN,AB,Springburn,4
Frederick Lake,-114.7293,51.0937,CAN,AB,Cheneka,10.2
Freeman Lake,-115.54161,54.69194,CAN,AB,Swan Hills,9.4
French Lake,-112.72423,58.63674,CAN,AB,Big Slough,32.4
Frenchman Lake,-111.44612,54.53875,CAN,AB,Helina,6.8
Frezie Lake,-110.95273,58.42612,CAN,AB,Jackfish,2.2
Frog Lake,-114.52598,53.17518,CAN,AB,Alsike,4.5
Frog Lake,-117.11543,54.78158,CAN,AB,Little Smoky,6.3
Frog Lake,-110.33344,53.92239,CAN,AB,Sputinow,5.5
Funell Lake,-119.62582,55.18788,CAN,AB,Hayfield,2
Fyten Reservoir,-113.3321,51.54705,CAN,AB,Swalwell,1.5
Gadois Lake,-110.59813,53.94661,CAN,AB,Lindbergh,8.2
Gadsby Lake,-113.23349,52.53974,CAN,AB,Tristram,6
Gambling Lake,-112.87909,53.32835,CAN,AB,Lindbrook,8.9
Gap Lake,-115.23392,51.05462,CAN,AB,Gap,2.5
Gap Lake,-115.83099,52.33047,CAN,AB,Saunders,16
Gardiner Lakes,-112.51174,57.5285,CAN,AB,Bitumount,54.1
Garfield Lake,-117.52305,56.39221,CAN,AB,Leddy,3.1
Garner Lake,-111.73114,54.19886,CAN,AB,Boyne Lake,5.6
Garnier Lakes,-110.58344,54.01989,CAN,AB,Holyoke,11.4
Garnier Lakes,-110.53671,53.96966,CAN,AB,Lindbergh,12.8
Garson Lake,-110.04096,56.31415,CAN,AB,Christina Crossing,26.4
Garson Lake,-110.07589,53.72409,CAN,AB,Tulliby Lake,7.2
Gas Plant Lake,-114.75858,51.98614,CAN,AB,Crammond,7.7
Gat Lake,-110.79982,52.67962,CAN,AB,Park Farm,0.3
Gedeon Lake,-110.97578,53.80285,CAN,AB,Northern Valley,10
Geikie Lake,-110.19844,59.89727,CAN,AB,Fitzgerald,78.6
Genesee Lake,-114.34918,53.3503,CAN,AB,Genesee,1.5
Geneva Lake,-111.1846,53.49802,CAN,AB,Mannville,17.5
George Lake,-114.08248,53.95975,CAN,AB,Arvilla,6.3
Geraldine Lakes,-117.94885,52.57048,CAN,AB,Wynd,34.6
Gerry Lake,-118.27132,56.29778,CAN,AB,Deer Hill,4.8
Ghost Lake,-114.76047,51.19897,CAN,AB,Cheneka,1.9
Ghost Lake,-113.61021,54.88702,CAN,AB,Grosmont,3.8
Ghost Lakes,-115.23875,51.26362,CAN,AB,Harvie Heights,18.5
Gibbs Lake,-111.49496,53.38091,CAN,AB,Innisfree,2.4
Gift Lake,-115.86018,55.88804,CAN,AB,Gift Lake,3
Gilbert Lake,-113.16911,54.50675,CAN,AB,Meanook,12.8
Gillespie Lake,-110.17831,52.42441,CAN,AB,Green Glade,7.8
Gilroy Lake,-115.69129,54.69875,CAN,AB,Swan Hills,18.7
Gipsy Lake,-110.23842,56.42593,CAN,AB,Christina Crossing,23
Giroux Lake,-116.95733,54.61456,CAN,AB,Little Smoky,19.9
Glacier Lake,-116.861,51.92092,CAN,AB,Saskatchewan River Crossing,9.9
Gladu Lake,-113.90518,53.64548,CAN,AB,Villeneuve,6.3
Gleichen Town Reservoir,-113.06959,50.87999,CAN,AB,Gleichen,1.9
Gleniffer Lake,-114.27304,52.02524,CAN,AB,Dickson,4.2
Glenmore Reservoir,-114.11834,50.98473,CAN,AB,Starlight,4.3
Glover Lake,-111.31672,55.49123,CAN,AB,Margie,6.4
Goat Lake,-115.85843,51.44682,CAN,AB,Eldon,18.5
Goat Pond,-115.40192,51.01514,CAN,AB,Canmore,7.9
Godfrey Lake,-111.71924,52.01721,CAN,AB,Sullivan Lake,9.8
